next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",1.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",1.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",1.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",1.0
next opp move   ,Action.KICK,1.0
next opp move   ,Action.KICK,1.0
next opp move   ,Action.KICK,1.0
next opp move   ,Action.KICK,1.0
next opp move   ,Action.KICK,1.0
next opp move   ,Action.KICK,1.0
next opp move   ,Action.KICK,1.0
next opp move   ,Action.KICK,1.0
next opp move   ,Action.KICK,1.0
next opp move   ,Action.KICK,1.0
next opp move   ,Action.KICK,1.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",1.0
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",1.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",1.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",0.75
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",0.5
next opp move   ,Action.KICK,1.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",1.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",1.0
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",1.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 0, 1)",1.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",1.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",1.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",1.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",1.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",1.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",1.0
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",1.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",1.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",1.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",1.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",1.0
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",1.0
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",1.0
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",1.0
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",1.0
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",1.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",1.0
next opp move   ,"(<Action.MOVE: 2>, 0, 1)",1.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 0, 1)",1.0
next opp move   ,,-1
next opp move   ,Action.KICK,1.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, -1, 0)",1.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",1.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
next opp move   ,,-1
next opp move   ,,-1
next opp move   ,"(<Action.MOVE: 2>, 1, 0)",0.0
